6.08333,53,623521,54,659492,1.28891e+06,8.89884,9.56027,634.05,
6.16667,53,623501,53,623501,1.27068e+06,9.3378,10.0835,630.114,
6.20833,52,293186,52,293186,632262,52.6531,88.7307,14,
6.25,54,659291,53,623318,1.29445e+06,11.8647,12.7731,628.051,
6.29167,53,623201,53,623197,1.28812e+06,12.9098,13.9417,624.051,
6.33333,53,623565,52,588928,1.25311e+06,7.58462,8.2148,630.457,
6.375,53,623325,53,623325,1.27033e+06,11.7933,12.7751,624.157,
6.41667,53,623523,52,588885,1.25302e+06,8.86306,9.61162,628.051,
6.54167,53,623518,52,588878,1.24762e+06,8.99619,9.77425,626.718,
6.58333,54,659445,52,588834,1.29554e+06,9.87861,10.6098,632.914,
6.625,53,623614,51,555647,1.21461e+06,2.37972,2.59967,629.149,
6.66667,54,658646,54,658650,1.34808e+06,15.8403,16.9235,624.721,
6.70833,53,623380,53,623379,1.2645e+06,11.194,12.135,624.721,
6.75,52,288987,52,288987,635518,52.8242,88.9005,12.1655,
6.79167,54,659426,53,623454,1.28878e+06,10.18,10.9525,631.269,
6.83333,53,623369,53,623369,1.27042e+06,11.3223,12.2568,625.412,
6.875,54,331542,54,331542,700068,54.4872,88.7609,14.1421,
6.91667,53,623295,53,623297,1.28226e+06,12.0818,13.0517,625.412,
6.95833,54,659423,53,623453,1.31276e+06,10.2239,10.9308,635.261,
7,53,623503,54,659475,1.31331e+06,9.30296,9.93691,637.257,
7.04167,54,659224,52,588609,1.27078e+06,12.4801,13.535,622.177,
7.08333,54,658966,53,622991,1.29977e+06,14.2671,15.3932,621.855,
7.125,52,588822,53,623461,1.2529e+06,10.076,10.9422,625.412,
7.16667,53,623506,53,623507,1.25885e+06,9.22249,9.98937,628.325,
7.20833,53,623502,53,623503,1.27072e+06,9.31989,10.0641,630.149,
7.25,53,623477,54,659448,1.28883e+06,9.79623,10.5349,632.142,
7.29167,53,622552,54,658525,1.31096e+06,16.2976,17.5942,616.733,
7.33333,53,623496,53,623495,1.27665e+06,9.46337,10.2045,630.86,
7.375,53,623448,51,555474,1.23649e+06,10.3045,11.2511,621.704,
7.41667,53,623456,53,623456,1.26465e+06,10.1544,10.9932,627.273,
7.5,53,623501,52,588861,1.23586e+06,9.35043,10.1956,623.939,
7.54167,54,659121,53,623143,1.30639e+06,13.3056,14.311,625.927,
7.58333,53,623589,52,588951,1.27119e+06,6.4783,6.97746,635.232,
7.625,53,623549,53,623548,1.27683e+06,8.17169,8.79987,633.448,
7.66667,54,659286,53,623313,1.29444e+06,11.915,12.8281,627.914,
7.70833,52,588973,53,623610,1.24726e+06,4.08923,4.42511,634.101,
7.75,53,623585,52,588947,1.24809e+06,6.68458,7.24749,630.841,
7.79167,54,659409,52,588799,1.27698e+06,10.4344,11.2659,628.611,
7.95833,53,623467,54,659438,1.31902e+06,9.99287,10.6647,636.795,
8.04167,54,659008,54,659006,1.3488e+06,14.0554,14.9688,630.841,
8.08333,53,623569,54,659539,1.31321e+06,7.4552,7.94838,640.765,
8.125,53,623230,54,659201,1.31231e+06,12.6787,13.6007,628.856,
8.16667,53,623572,52,588934,1.25909e+06,7.33887,7.93449,631.88,
8.20833,53,623550,53,623550,1.28875e+06,8.11891,8.71501,635.575,
8.25,54,659538,53,623569,1.31299e+06,7.46657,7.96012,640.765,
8.29167,53,623608,52,588971,1.23552e+06,4.57952,4.97261,631.611,
8.33333,53,623578,54,659547,1.29497e+06,7.06898,7.5693,638.376,
8.375,54,659517,52,588909,1.2772e+06,8.21703,8.84996,633.331,
8.41667,53,623591,53,623591,1.30694e+06,6.32674,6.74926,641.523,
8.45833,53,623324,53,623325,1.29435e+06,11.8157,12.719,628.194,
8.5,53,623593,53,623593,1.26493e+06,6.16442,6.6477,634.703,
8.66667,53,623578,53,623578,1.27084e+06,7.02969,7.574,634.416,
8.70833,54,659361,54,659364,1.33722e+06,11.0791,11.7843,637.272,
8.75,53,623567,53,623567,1.28277e+06,7.53511,8.09664,635.601,
8.79167,54,659549,53,623579,1.32545e+06,7.0097,7.44746,643.506,
8.83333,53,623576,53,623576,1.28282e+06,7.155,7.68575,636.229,
8.875,54,659368,53,623396,1.2946e+06,11.0023,11.8307,630.308,
8.91667,53,623539,53,623539,1.27674e+06,8.44427,9.09567,632.939,
8.95833,53,623572,53,623572,1.26489e+06,7.31628,7.89715,632.939,
9,53,623581,53,623581,1.27682e+06,6.91815,7.44147,635.601,
9.04167,53,623575,53,623575,1.30691e+06,7.21108,7.69802,640.178,
9.08333,53,623560,53,623561,1.30083e+06,7.78174,8.32436,638.204,
9.125,53,623603,53,623603,1.28299e+06,5.27831,5.66223,638.855,
9.16667,54,659365,53,623394,1.30659e+06,11.034,11.8276,632.282,
9.20833,54,659493,53,623524,1.3129e+06,8.86001,9.45822,638.204,
9.25,54,659493,53,623524,1.3129e+06,8.86001,9.45822,638.204,
9.29167,53,623598,53,623598,1.28298e+06,5.7998,6.22376,638.204,
9.33333,53,623426,53,623426,1.30661e+06,10.6315,11.3901,633.277,
